Titulo,Sinopsis,Fecha_Estreno,Genero_Principal,Puntuacion_Media_TMDb
Whistle: El silbido del mal,"Un grupo de estudiantes inadaptados encuentra por accidente un objeto maldito: un antiguo silbato de la muerte azteca. Al soplarlo, descubren que el terrorífico sonido que produce invoca a sus propias muertes futuras para perseguirlos. Mientras las víctimas aumentan, los amigos intentan descubrir el origen del artefacto y detener la terrible cadena de sucesos que han provocado.",2026-01-20,Terror,6.316
Déjame salir,"Un joven afroamericano visita a la familia de su novia blanca, un matrimonio adinerado. Para Chris y su novia Rose ha llegado el momento de conocer a los futuros suegros, por lo que ella le invita a pasar un fin de semana en el campo con sus padres, Missy y Dean. Al principio, Chris piensa que el comportamiento 'demasiado' complaciente de los padres se debe a su nerviosismo por la relación interracial de su hija, pero a medida que pasan las horas, una serie de descubrimientos cada vez más inquietantes le llevan a descubrir una verdad inimaginable.",2017-02-24,Terror,7.624
28 años después,"Años transcurridos tras los sucesos de ""28 semanas después"", el virus de la ira ha regresado y un grupo de supervivientes debe sobrevivir en un mundo asolado por hordas de infectados. Realizada con un iPhone 15 Pro Max y con la ayuda de numerosos accesorios especializados.",2025-06-18,Terror,6.61
Black Phone 2,"Ambientada en 1982, cuatro años después de que Finney Blake lograra matar al secuestrador y asesino en serie conocido como ""The Grabber"". Finney, ahora marcado por el trauma, junto a su hermana menor Gwen, que tiene habilidades psíquicas, comienzan a tener visiones relacionadas con asesinatos ocurridos en un campamento cristiano en las Montañas Rocosas. Decididos a descubrir la verdad, viajan junto con Ernesto, un amigo, al campamento donde trabajó su madre, que también tenía dones psíquicos y fue víctima del asesino.",2025-10-15,Terror,6.695
La fotógrafa,"Inna, una joven fotógrafa post mortem, es contratada para fotografiar el cuerpo sin vida de Alejandra en un orfanato al norte de España. Pero en su intento por documentar la tragedia de Alejandra, Inna descubre algo aterrador que se esconde tras las paredes de aquel lugar.",2025-10-30,Terror,7.2
La noche de Halloween,"Durante la noche de Halloween, Michael, un niño de seis años, asesina a su familia con un cuchillo de cocina. Es internado en un psiquiátrico del que huye quince años más tarde, precisamente la víspera de Halloween. El psicópata vuelve a su pueblo y comete una serie de asesinatos. Mientras, uno de los médicos del psiquiátrico le sigue la pista.",1978-10-24,Terror,7.561
Expediente Warren: El caso Enfield,"Secuela de la exitosa 'Expediente Warren' (2013), que lleva de nuevo a la pantalla otro caso real de los expedientes de los renombrados demonólogos Ed y Lorraine Warren. En este caso ambos viajarán al norte de Londres para ayudar a una madre soltera que tiene a su cargo cuatro hijos y que vive sola con ellos en una casa plagada de espíritus malignos.",2016-06-08,Terror,7.293
聊齋三集之燈草和尚,,1992-03-05,Terror,5.6
La monja,"Cuando una joven monja se suicida en una abadía de clausura en Rumanía, un sacerdote experto en posesiones demoniacas y una novicia a punto de tomar sus votos, son enviados por el Vaticano para investigar. Juntos descubren el profano secreto de la orden. Arriesgando no solo sus propias vidas sino su fe y hasta sus almas, se enfrentan a una fuerza maléfica en forma de monja demoníaca, en una abadía que se convierte en un campo de batalla de horror entre los vivos y los condenados....",2018-09-05,Terror,5.905
Redux Redux,"Irene Kelly es una mujer que, en un intento de vengar la muerte de su hija, viaja a través de distintas realidades para matar una y otra vez al asesino. Su obsesión por la venganza pronto se convierte en una adicción que amenaza con poner en jaque la humanidad.",2025-12-28,Terror,6.685
La chica de al lado,"Basada en una historia real sucedida en el año 1958. Sylvia Likens fue brutalmente torturada, violada y asesinada en el sótano de un hogar familiar del estado de Indiana.",2007-07-19,Terror,6.653
Terrifier 3,"El payaso Art desata el caos entre los desprevenidos habitantes del condado de Miles mientras duermen plácidamente en Nochebuena. Tras sobrevivir a la masacre de Halloween perpetrada por el peor asesino en serie desde Jack el Destripador, Sienna y su hermano se esfuerzan por reconstruir sus vidas destrozadas. A medida que se acercan las fiestas de Navidad, intentan abrazar el espíritu navideño y dejar atrás los horrores del pasado. Pero justo cuando creen que están a salvo, el payaso Art regresa, decidido a convertir su alegría navideña en una nueva pesadilla. La temporada festiva se desmorona rápidamente mientras el payaso Art desata su retorcido terror marca de la casa, demostrando que ninguna festividad es segura.",2024-10-09,Terror,6.786
Exhuma,"Una renombrada chamana (Kim Go-eun) y su aprendiz son contratados por una enigmática familia adinerada para investigar la enfermedad sobrenatural que afecta a su hijo primogénito. Con la ayuda de un embalsamador y el experto en feng shui más famoso del país (Choi Min-sik), rastrean una tumba familiar oculta, ubicada en tierra sagrada. Percibiendo un aura ominosa alrededor del lugar, el equipo opta por exhumar y reubicar los restos ancestrales de inmediato. Pero algo mucho más oscuro emerge en la remota montaña, desatando fuerzas sobrenaturales que amenazan con destruirlos a todos.",2024-02-22,Terror,7.616
Wormtown,"Un año después del inicio de una plaga de gusanos carnívoros que alteran la mente, la ciudad nocturna de Ashland, en Ohio, ha aceptado el dominio de los parásitos. Bajo el mando del alcalde Joshua, una figura casi sectaria, los fervientes «Ranchers» difunden su evangelio, ya sea por persuasión o por la fuerza. Un trío de mujeres no infectadas se aferra a la supervivencia mediante el rebusque, una higiene extrema y la evasión. Pero todo el mundo acaba cediendo, lo que desata la traición, el sacrilegio y el horror corporal.",2025-09-27,Terror,5.944
Hereditary,"Cosas extrañas comienzan a suceder en casa de los Graham tras la muerte de la abuela y matriarca, que deja en herencia su casa a su hija Annie. Annie Graham, una galerista casada y con dos hijos, no tuvo una infancia demasiado feliz junto a su madre, y cree que la muerte de ésta puede hacer que pase página. Pero todo se complica cuando su hija menor comienza a ver figuras fantasmales, que también empiezan a aparecer ante su hermano.",2018-06-07,Terror,7.295
Guinea Pig: Devil's experiment,Un grupo de hombres secuestra y tortura a una chica como parte de un experimento para comprobar el dolor extremo que puede sufrir el cuerpo humano.,1985-09-04,Terror,4.784
El maníaco invisible,"Un científico trata de presentar su teoría de la invisibilidad, sobre la cual estuvo trabajando durante mucho tiempo. Sus compañeros se burlan de su teoría y, en un ataque desenfrenado de furia, les mata. Lo encierran en un centro mental, pero logra huir y llevando a cabo su teoría logra hacerse invisible, pero sus ansias de matar crecen.",1990-07-13,Terror,4.4
Alice (Subservience),"Con su mujer en el hospital, un padre en apuros compra una Inteligencia Artificial para ayudarle en las tareas de casa. Pero a medida que la robot se encariña de su nuevo dueño, los límites empiezan a cruzarse. Pronto ella se empeña en eliminar lo que percibe como la verdadera amenaza para su felicidad: su familia.",2024-08-15,Terror,6.61
Kafir: Gerbang Sukma,,2026-01-29,Terror,6.5
Paranormal Movie 2,"Después de haber exorcizado los demonios de su ex, Malcolm comienza de nuevo con su nueva novia y sus dos hijos. Después de mudarse a la casa de sus sueños, sin embargo, Malcolm está rodeado una vez más por extraños acontecimientos paranormales.",2014-04-17,Terror,6.188
Tusk,"“¡No quiero morir en Canadá!”, suplica Wallace Bryton, un popular podcaster que cruza la frontera de Canadá para entrevistar a Howard Howe, que una vez fue salvado por una morsa. Misántropo extremo, Howe secuestrará a Wallace para sacarle su lado más “animal”.",2014-09-19,Terror,5.534
Noche de bodas,"Durante la noche de su boda, una mujer recibe la invitación por parte de la rica y excéntrica familia de su marido para participar en una tradición ancestral que se convierte en un juego letal de supervivencia.",2019-08-21,Terror,7.075
Ghost in the Cell,,2026-04-16,Terror,7.962
Posesión infernal: El despertar,"Historia de dos hermanas separadas cuyo reencuentro se ve interrumpido por el surgimiento de demonios poseedores de carne, empujándolos a una batalla por la supervivencia mientras se enfrentan a la versión de familia más aterradora que se pueda imaginar. Secuela de la trilogía original de 'Evil Dead'.",2023-04-12,Terror,6.932
Soy Frankelda,"Frankelda, una decidida escritora mexicana del siglo XIX, viaja a su subconsciente para enfrentarse a los monstruos sobre los que ha escrito. Guiada por un príncipe atormentado, deberá restablecer el equilibrio entre ficción y realidad antes de que sea demasiado tarde.",2025-10-23,Terror,8.333
La acompañante,La muerte de un multimillonario desencadena una serie de acontecimientos para Iris y sus amigos durante un viaje de fin de semana a su finca junto al lago.,2025-01-22,Terror,7.014
Kafir: Gerbang Sukma,,2026-01-29,Terror,6.5
Megalodón,"Un sumergible de aguas profundas que forma parte de un programa internacional de vigilancia submarina, ha sido atacado por una enorme criatura que se creía extinta. Ahora está averiado en el fondo de la fosa oceánica más profunda del Pacífico con su tripulación atrapada en el interior. El tiempo se acaba y, en contra de los deseos de su hija Suyin (Li Bingbing), un visionario oceanógrafo chino (Winston Chao) contrata a Jonas Taylor (Jason Statham), un especialista en rescate en aguas profundas. Su misión será salvar a la tripulación y también al océano de una amenaza imparable: un tiburón prehistórico de 23 metros conocido con el nombre de Megalodón.",2018-08-09,Terror,6.247
Alien: Romulus,"Mientras rebuscan en las profundidades de una estación espacial abandonada, un grupo de jóvenes colonizadores del espacio se encuentra cara a cara con la forma de vida más aterradora del universo. Nueva película de la saga Alien.",2024-08-13,Terror,7.162
Km. 666 II: Camino sangriento,El coronel retirado Dale Murphy es el presentador de un reality apocalíptico simulado en el cual se reta a los participantes a sobrevivir en un área salvaje y remota del estado de Virginia... Pero el show televisivo se convierte en una auténtica lucha a vida o muerte cuando los concursantes comprenden que están siendo perseguidos por una familia endogámica de degenerados caníbales decididos a convertirlos a todos en su cena...,2007-08-25,Terror,6.167
"Muerte, muerte, muerte","Cuando un grupo de veinteañeros adinerados planea una fiesta del huracán en una remota mansión familiar, un juego se vuelve mortal en esta historia de puñaladas por la espalda, falsos amigos y una velada que sale muy, muy mal.",2022-08-05,Terror,6.151
พนอ,,2025-01-16,Terror,6.889
La larga marcha,"En un futuro distópico, cien adolescentes participan en una brutal competición conocida como ""La larga marcha"", donde deben caminar sin descanso: si se detienen o reducen la velocidad de la marcha, mueren. Solo uno sobrevivirá. Adaptación cinematográfica de la novela de Stephen King.",2025-09-10,Terror,6.904
La cosa (El enigma de otro mundo),"En una estación experimental de la Antártida, un equipo de investigadores descubre a un ente extraño venido del espacio, que según todos los indicios ha permanecido enterrado en la nieve durante más de 100.000 años. Al descongelarse, experimenta una metamorfosis sorprendente...",1982-06-25,Terror,8.073
La monja,"Cuando una joven monja se suicida en una abadía de clausura en Rumanía, un sacerdote experto en posesiones demoniacas y una novicia a punto de tomar sus votos, son enviados por el Vaticano para investigar. Juntos descubren el profano secreto de la orden. Arriesgando no solo sus propias vidas sino su fe y hasta sus almas, se enfrentan a una fuerza maléfica en forma de monja demoníaca, en una abadía que se convierte en un campo de batalla de horror entre los vivos y los condenados....",2018-09-05,Terror,5.905
